"origen","estino","nivel"
3;14;75
8;15;75
5;13;75
2;10;75
6;13;75
5;15;75
3;15;75
4;13;75
10;8;75
11;2;75
7;2;75
14;7;75
12;9;75
4;11;75
6;11;75
7;15;75
10;5;75
12;10;75
10;14;75
8;9;75
2;6;75
4;3;75
7;10;75
6;9;75
3;15;75
5;14;75
9;7;75
12;2;75
14;6;75
6;5;75
7;9;75
8;12;75
4;11;75
12;5;75
3;15;75
4;13;75
8;15;75
11;2;75
9;14;75
13;9;75
2;3;75
4;12;75
7;5;75
12;13;75
4;13;75
11;8;75
11;4;75
8;7;75
11;3;75
3;14;75
3;13;75
4;10;75
3;7;75
10;3;75
13;10;75
11;12;75
9;13;75
11;14;75
3;10;75
3;5;75
3;9;75
6;5;75
8;10;75
13;6;75
1;12;75
13;12;75
3;8;75
6;3;75
8;13;75
3;5;75
3;14;75
12;11;75
7;12;75
8;10;75
6;12;75
9;7;75
1;8;75
7;14;75
5;13;75
12;14;75
2;14;75
2;11;75
12;13;75
3;14;75
1;10;75
8;14;75
9;10;75
3;8;75
9;12;75
6;5;75
11;4;75
4;12;75
5;10;75
7;6;75
12;3;75
6;7;75
3;12;75
11;10;75
2;9;75
6;7;75
11;14;75
3;12;75
3;8;75
6;13;75
8;9;75
10;5;75
6;5;75
10;5;75
10;7;75
13;5;75
7;6;75
4;2;75
10;5;75
4;6;75
12;14;75
9;4;75
2;11;75
12;4;75
14;11;75
13;8;75
10;14;75
11;12;75
9;12;75
8;5;75
13;3;75
1;14;75
10;13;75
8;14;75
10;13;75
12;14;75
6;12;75
7;12;75
10;11;75
5;9;75
10;8;75
9;12;75
10;4;75
9;4;75
9;5;75
7;8;75
10;4;75
8;6;75
11;10;75
12;4;75
4;2;75
12;8;75
5;9;75
8;9;75
11;10;75
9;13;75
14;10;75
14;4;75
5;10;75
10;3;75
9;5;75
13;5;75
11;7;75
11;3;75
12;5;75
5;6;75
5;9;75
13;9;75
5;8;75
14;3;75
6;10;75
12;4;75
11;10;75
5;11;75
11;4;75
3;14;75
7;11;75
11;9;75
13;8;75
4;5;75
8;11;75
7;4;75
3;12;75
12;8;75
10;13;75
12;9;75
13;14;75
