"origen","estino","nivel"
3;14;25
8;15;25
5;13;25
2;10;25
6;13;25
5;15;25
3;15;25
4;13;25
10;8;25
11;2;25
7;2;25
14;7;25
12;9;25
4;11;25
6;11;25
7;15;25
10;5;25
12;10;25
10;14;25
8;9;25
2;6;25
4;3;25
7;10;25
6;9;25
3;15;25
5;14;25
9;7;25
12;2;25
14;6;25
6;5;25
7;9;25
8;12;25
4;11;25
12;5;25
3;15;25
4;13;25
8;15;25
11;2;25
9;14;25
13;9;25
2;3;25
4;12;25
7;5;25
12;13;25
4;13;25
11;8;25
11;4;25
8;7;25
11;3;25
3;14;25
3;13;25
4;10;25
3;7;25
10;3;25
13;10;25
11;12;25
9;13;25
11;14;25
3;10;25
3;5;25
3;9;25
6;5;25
8;10;25
13;6;25
1;12;25
13;12;25
3;8;25
6;3;25
8;13;25
3;5;25
3;14;25
12;11;25
7;12;25
8;10;25
6;12;25
9;7;25
1;8;25
7;14;25
5;13;25
12;14;25
2;14;25
2;11;25
12;13;25
3;14;25
1;10;25
8;14;25
9;10;25
3;8;25
9;12;25
6;5;25
11;4;25
4;12;25
5;10;25
7;6;25
12;3;25
6;7;25
3;12;25
11;10;25
2;9;25
6;7;25
11;14;25
3;12;25
3;8;25
6;13;25
8;9;25
10;5;25
6;5;25
10;5;25
10;7;25
13;5;25
7;6;25
4;2;25
10;5;25
4;6;25
12;14;25
9;4;25
2;11;25
12;4;25
14;11;25
13;8;25
10;14;25
11;12;25
9;12;25
8;5;25
13;3;25
1;14;25
10;13;25
8;14;25
10;13;25
12;14;25
6;12;25
7;12;25
10;11;25
5;9;25
10;8;25
9;12;25
10;4;25
9;4;25
9;5;25
7;8;25
10;4;25
8;6;25
11;10;25
12;4;25
4;2;25
12;8;25
5;9;25
8;9;25
11;10;25
9;13;25
14;10;25
14;4;25
5;10;25
10;3;25
9;5;25
13;5;25
11;7;25
11;3;25
12;5;25
5;6;25
5;9;25
13;9;25
5;8;25
14;3;25
6;10;25
12;4;25
11;10;25
5;11;25
11;4;25
3;14;25
7;11;25
11;9;25
13;8;25
4;5;25
8;11;25
7;4;25
3;12;25
12;8;25
10;13;25
12;9;25
13;14;25
3;11;25
8;14;25
3;12;25
3;11;25
8;14;25
10;5;25
11;5;25
6;7;25
3;8;25
3;13;25
2;8;25
7;12;25
6;4;25
9;13;25
13;14;25
7;5;25
5;3;25
2;10;25
5;14;25
14;9;25
12;8;25
9;5;25
2;12;25
